# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 4275 3885 8165 5092
p 2 774 5736 1650 49010 11611
p 2 0 5085 3075 9818 6190
p 2 0 4173 3987 6308 4786
p 2 1053 4344 2763 48314 11244
p 2 0 3428 4732 5532 4350
p 2 0 3687 4473 5751 4298
i 2 8160 0 0 110410 27309
p 2 0 5486 2674 11407 6580
p 2 0 4712 3448 7872 5504
p 2 0 3231 4929 6205 4129
p 2 0 2796 5364 5144 3749
p 2 0 2320 5840 3923 3178
p 2 0 1527 6633 3173 2507
p 2 0 1469 6691 2920 2398
p 2 0 1064 7096 2680 2101
p 2 0 1406 6754 3269 2374
p 2 0 2900 5260 5350 3843
p 2 0 2458 5702 4709 3353
p 2 0 3047 5113 5462 3998
p 2 0 1905 6255 3536 2823
p 2 0 2038 6122 3797 2990
p 2 0 2311 5849 3823 3152
p 2 0 2152 6008 4630 3144
p 2 0 4306 3854 7151 5170
p 2 0 4269 3891 10529 5468
p 2 0 5496 2664 13134 7125
p 2 0 5165 2995 14571 6923
p 2 0 5579 2581 12212 7245
p 2 0 5262 2898 13673 6912
p 2 0 5607 2553 10362 6906
p 2 0 4027 4133 7982 5230
p 2 0 4174 3986 6763 5202
p 2 0 2835 5325 4899 3801
p 2 0 3040 5120 5095 3973
p 2 0 3389 4771 5700 4351
p 2 0 2611 5549 5208 3636
p 2 0 4709 3451 8546 5731
p 2 0 3435 4725 7029 4522
p 2 0 4502 3658 8015 5608
p 2 0 3365 4795 6871 4517
p 2 0 4046 4114 7082 5124
p 2 0 2886 5274 5293 3917
p 2 0 3601 4559 6277 4640
p 2 0 2805 5355 5635 3865
p 2 0 3079 5081 5249 4070
p 2 20 3775 4365 46754 6584
p 2 0 3626 4534 7078 4619
p 2 0 2058 6102 3842 3052
p 2 25 3937 4198 46366 6855
p 2 0 2912 5248 6534 4007
p 2 0 3160 5000 5572 4168
p 2 15 3769 4376 44186 6416
p 2 0 3552 4608 6981 4577
p 2 0 2285 5875 3976 3233
p 2 25 3908 4227 47264 6847
p 2 0 5633 2527 10987 6670
p 2 0 3687 4473 7020 4687
p 2 0 4771 3389 7485 5624
p 2 0 4124 4036 8685 5159
p 2 0 5039 3121 8418 6073
p 2 0 4670 3490 10781 5909
p 2 0 5751 2409 10822 7006
p 2 0 4334 3826 9315 5646
p 2 0 4849 3311 8155 5959
p 2 0 2969 5191 5342 3992
p 2 0 3509 4651 5659 4435
p 2 0 3172 4988 5538 4187
p 2 0 3700 4460 8317 4820
p 2 0 5397 2763 12690 6972
p 2 0 4900 3260 12577 6328
p 2 0 5240 2920 11509 6794
p 2 0 4758 3402 11382 6157
p 2 0 5579 2581 11950 7045
p 2 0 4384 3776 8767 5590
p 2 0 4646 3514 8466 5862
p 2 0 3014 5146 5394 4049
p 2 0 3133 5027 5446 4151
p 2 0 3275 4885 5172 4172
p 2 0 2797 5363 5625 3849
p 2 0 4781 3379 7451 5639
p 2 0 3393 4767 7631 4543
p 2 0 4947 3213 8367 6013
p 2 0 3762 4398 8020 4979
p 2 0 4300 3860 6234 5143
p 2 0 2551 5609 4393 3521
p 2 0 2962 5198 4384 3811
p 2 0 1842 6318 3519 2858
p 2 0 2312 5848 3598 3172
p 2 0 1606 6554 3232 2613
p 2 0 2404 5756 3813 3294
p 2 0 2244 5916 6285 3509
p 2 0 4874 3286 7606 5733
p 2 0 3674 4486 8433 4884
p 2 0 5254 2906 10870 6712
p 2 0 4557 3603 10941 6032
p 2 0 5126 3034 9161 6414
p 2 0 4418 3742 10720 5847
p 2 0 5287 2873 9006 6403
p 2 0 3368 4792 6707 4544
p 2 1 3936 4223 6513 4903
p 2 0 2578 5582 4709 3602
p 2 0 3066 5094 5032 4028
p 2 0 4042 4118 7613 5039
p 2 0 5047 3113 11336 6274
p 2 1 5053 3106 7920 5914
p 2 0 4542 3618 10467 5685
p 2 0 5441 2719 10778 6729
p 2 0 4089 4071 7512 5149
p 2 0 4185 3975 7587 5304
p 2 0 2843 5317 5403 3894
p 2 0 3966 4194 7050 5066
p 2 0 3566 4594 7969 4754
p 2 0 4938 3222 9318 6223
p 2 0 3985 4175 8415 5232
p 2 0 4900 3260 9648 6227
p 2 0 3741 4419 7657 4952
p 2 0 4697 3463 8858 6006
p 2 0 3909 4251 8080 5149
p 2 0 4953 3207 10058 6337
p 2 0 3867 4293 7107 4956
p 2 0 3864 4296 6920 4996
p 2 0 2595 5565 4620 3616
p 2 0 2700 5460 4860 3703
p 2 0 3449 4711 5410 4360
p 2 0 3111 5049 6663 4197
p 2 0 5292 2868 9872 6547
p 2 0 4388 3772 11167 5861
p 2 0 5402 2758 11429 6973
p 2 0 4730 3430 12220 6318
p 2 0 5159 3001 9888 6579
p 2 0 4561 3599 11109 6039
p 2 0 5253 2907 8735 6349
p 2 0 3330 4830 6589 4505
p 2 0 4342 3818 6786 5303
p 2 0 2909 5251 5863 4014
p 2 0 4185 3975 7005 5157
p 2 0 2992 5168 6200 4103
p 2 0 4359 3801 6650 5232
p 2 0 2154 6006 4601 3232
p 2 0 3479 4681 5417 4383
p 2 0 1830 6330 3708 2874
p 2 0 2502 5658 4388 3409
p 2 0 1287 6873 3160 2378
p 2 0 2314 5846 3842 3240
p 2 0 1232 6928 3197 2289
p 2 0 1785 6375 3492 2777
p 2 0 2219 5941 4187 3222
p 2 0 1751 6409 3688 2733
p 2 0 3153 5007 5332 4077
p 2 0 1945 6215 3756 2901
p 2 0 3846 4314 6644 4788
p 2 0 4082 4078 8562 5144
p 2 0 4264 3896 6700 5099
p 2 0 2664 5496 4767 3596
p 2 0 2882 5278 4813 3787
p 2 0 1457 6703 2817 2427
p 2 0 1890 6270 4108 2865
p 2 0 1388 6772 2824 2357
p 2 0 1407 6753 3127 2416
p 2 0 1399 6761 3484 2385
